id,match_id,match_score
GO-2020-0016,"['GO-2021-0097', 'GO-2021-0238', 'GO-2020-0019', 'GO-2021-0103', 'GO-2021-0101', 'GO-2020-0015', 'GO-2022-0460', 'GO-2021-0172', 'GO-2021-0061', 'GO-2021-0059', 'GO-2021-0057', 'GO-2021-0054', 'GO-2020-0014', 'GO-2020-0036', 'GO-2021-0113', 'GO-2021-0076', 'GO-2021-0053', 'GO-2021-0089', 'GO-2021-0067', 'GO-2022-0536', 'GO-2022-0574', 'GO-2021-0078', 'GO-2022-0957', 'GO-2021-0102', 'GO-2020-0028', 'GO-2021-0088', 'GO-2020-0005', 'GO-2020-0037', 'GO-2022-1188', 'GO-2022-0524', 'GO-2023-2074', 'GO-2021-0100', 'GO-2022-0643', 'GO-2023-1535', 'GO-2021-0063', 'GO-2021-0234', 'GO-2022-0236', 'GO-2022-0586', 'GO-2020-0012', 'GO-2021-0079', 'GO-2022-0166', 'GO-2021-0142', 'GO-2023-1573', 'GO-2023-1602', 'GO-2023-1534', 'GO-2022-0587', 'GO-2023-1578', 'GO-2020-0033', 'GO-2023-1664', 'GO-2022-0537', 'GO-2022-0521', 'GO-2023-1595', 'GO-2021-0075', 'GO-2022-0603', 'GO-2022-0253', 'GO-2021-0108', 'GO-2020-0032', 'GO-2023-1713', 'GO-2022-0477', 'GO-2023-1557', 'GO-2022-0273', 'GO-2020-0048', 'GO-2021-0240', 'GO-2023-1526', 'GO-2023-2119', 'GO-2022-0191', 'GO-2021-0242', 'GO-2022-1002', 'GO-2022-1114', 'GO-2022-0346', 'GO-2022-0526', 'GO-2022-1175', 'GO-2021-0094', 'GO-2023-1566', 'GO-2020-0006', 'GO-2021-0051', 'GO-2023-1872', 'GO-2021-0224', 'GO-2023-1559', 'GO-2021-0163', 'GO-2022-0525', 'GO-2022-0379', 'GO-2022-0706', 'GO-2023-1611', 'GO-2020-0038', 'GO-2023-1772', 'GO-2023-1859', 'GO-2023-1600', 'GO-2021-0264', 'GO-2020-0023', 'GO-2021-0087', 'GO-2023-1874', 'GO-2022-0962', 'GO-2020-0022', 'GO-2023-1765', 'GO-2022-0355', 'GO-2021-0265', 'GO-2023-1515', 'GO-2022-0193', 'GO-2021-0066', 'GO-2022-1201', 'GO-2021-0237', 'GO-2023-2024', 'GO-2022-0197', 'GO-2021-0228', 'GO-2020-0009', 'GO-2022-0217', 'GO-2022-1167', 'GO-2022-0400', 'GO-2021-0112', 'GO-2022-0956', 'GO-2022-0274', 'GO-2022-0515', 'GO-2022-0422', 'GO-2021-0099', 'GO-2022-0289', 'GO-2023-1494', 'GO-2022-0192', 'GO-2023-1992', 'GO-2022-0209', 'GO-2021-0227', 'GO-2021-0159', 'GO-2021-0239', 'GO-2021-0095', 'GO-2022-0533', 'GO-2022-0252', 'GO-2020-0004', 'GO-2023-1567', 'GO-2022-0211', 'GO-2022-0435', 'GO-2021-0052', 'GO-2022-1129', 'GO-2021-0083', 'GO-2023-1597', 'GO-2020-0021', 'GO-2022-0463', 'GO-2023-1832', 'GO-2023-2137', 'GO-2022-0244', 'GO-2020-0010', 'GO-2022-1187', 'GO-2022-0190', 'GO-2021-0073', 'GO-2022-0762', 'GO-2022-0213', 'GO-2022-1130', 'GO-2020-0039', 'GO-2023-1623', 'GO-2022-0980', 'GO-2021-0356', 'GO-2021-0347', 'GO-2022-1040', 'GO-2022-1117', 'GO-2020-0043', 'GO-2022-0370', 'GO-2022-1148', 'GO-2021-0317', 'GO-2021-0069', 'GO-2021-0226', 'GO-2022-0528', 'GO-2020-0007', 'GO-2021-0154', 'GO-2021-0090', 'GO-2021-0086', 'GO-2021-0412', 'GO-2021-0104', 'GO-2021-0245', 'GO-2023-1497', 'GO-2021-0107', 'GO-2021-0081', 'GO-2022-0300', 'GO-2021-0072', 'GO-2022-0531', 'GO-2023-2052', 'GO-2021-0243', 'GO-2022-1052', 'GO-2022-0272', 'GO-2020-0008', 'GO-2023-1681', 'GO-2023-2000', 'GO-2022-1118', 'GO-2023-1574', 'GO-2022-0945', 'GO-2022-0701', 'GO-2022-0535', 'GO-2021-0160', 'GO-2022-1165', 'GO-2020-0045', 'GO-2021-0319', 'GO-2022-0220', 'GO-2022-0475', 'GO-2020-0050', 'GO-2021-0058', 'GO-2021-0060', 'GO-2022-0316', 'GO-2022-1008', 'GO-2022-0251', 'GO-2022-0646', 'GO-2022-0212', 'GO-2022-1184', 'GO-2020-0013', 'GO-2022-0246', 'GO-2021-0263', 'GO-2021-0109', 'GO-2022-0438', 'GO-2022-0519', 'GO-2023-1717', 'GO-2021-0085', 'GO-2022-1166', 'GO-2022-0247', 'GO-2022-0755', 'GO-2021-0098', 'GO-2022-0391', 'GO-2022-0171', 'GO-2023-2098', 'GO-2023-2115', 'GO-2022-0572', 'GO-2021-0070', 'GO-2022-0417', 'GO-2022-0248', 'GO-2021-0235', 'GO-2022-0523', 'GO-2022-0629', 'GO-2022-1045', 'GO-2022-0534', 'GO-2022-0318', 'GO-2022-1178', 'GO-2021-0241', 'GO-2022-0444', 'GO-2022-0189', 'GO-2022-0434', 'GO-2021-0110', 'GO-2021-0084', 'GO-2021-0071', 'GO-2021-0223', 'GO-2023-2116', 'GO-2023-2077', 'GO-2023-2101', 'GO-2022-0411', 'GO-2020-0017', 'GO-2022-0462', 'GO-2020-0020', 'GO-2020-0042', 'GO-2022-0520', 'GO-2021-0065', 'GO-2021-0064', 'GO-2020-0041', 'GO-2021-0106', 'GO-2020-0025', 'GO-2020-0026', 'GO-2020-0035', 'GO-2020-0034', 'GO-2023-1923', 'GO-2022-0588', 'GO-2023-1547', 'GO-2021-0105', 'GO-2022-0345', 'GO-2023-1640', 'GO-2022-0761', 'GO-2020-0027', 'GO-2022-0978', 'GO-2022-0532', 'GO-2022-0952', 'GO-2021-0077', 'GO-2022-1213', 'GO-2023-2048', 'GO-2023-1549', 'GO-2022-0619', 'GO-2023-2133', 'GO-2022-0384']","[0.8313376903533936, 0.815921425819397, 0.8124837875366211, 0.8037223815917969, 0.7996544241905212, 0.7960762977600098, 0.7954241037368774, 0.7789459228515625, 0.7699608206748962, 0.7676485776901245, 0.7676485776901245, 0.7676485776901245, 0.7674007415771484, 0.7646018862724304, 0.76442551612854, 0.7608542442321777, 0.7580093741416931, 0.7563251256942749, 0.7492716312408447, 0.7449276447296143, 0.7412638068199158, 0.7347678542137146, 0.733500599861145, 0.732481062412262, 0.7309990525245667, 0.7281695604324341, 0.721876859664917, 0.7181413769721985, 0.7180863618850708, 0.7129789590835571, 0.7112959027290344, 0.7107255458831787, 0.7106157541275024, 0.7104527950286865, 0.7089481949806213, 0.7069131135940552, 0.7039368748664856, 0.70292067527771, 0.7003242373466492, 0.6990239024162292, 0.6986850500106812, 0.6972944140434265, 0.6970540285110474, 0.694150984287262, 0.6941023468971252, 0.6922677755355835, 0.6902855038642883, 0.6865079998970032, 0.6777474880218506, 0.6774687767028809, 0.6773409247398376, 0.6760630011558533, 0.6730906367301941, 0.6729400157928467, 0.6712937951087952, 0.6701995730400085, 0.6689923405647278, 0.6660720705986023, 0.6650460958480835, 0.6638064384460449, 0.6635572910308838, 0.6632023453712463, 0.6614964008331299, 0.6609893441200256, 0.6605245471000671, 0.6598306894302368, 0.6592227816581726, 0.6581635475158691, 0.6577511429786682, 0.6574558615684509, 0.6574209928512573, 0.6566004753112793, 0.6550179123878479, 0.6544830799102783, 0.653042197227478, 0.6528798341751099, 0.651859700679779, 0.6488251686096191, 0.6480485200881958, 0.6477239727973938, 0.6467015743255615, 0.6457704305648804, 0.6453336477279663, 0.6430897116661072, 0.6425132751464844, 0.6418739557266235, 0.6392738819122314, 0.6389251947402954, 0.6383156776428223, 0.6378034949302673, 0.6371293067932129, 0.6357882022857666, 0.6344745755195618, 0.6341877579689026, 0.633455216884613, 0.6329206824302673, 0.6327481865882874, 0.6320953369140625, 0.6315818428993225, 0.6307075023651123, 0.6300153732299805, 0.6294727921485901, 0.6289637088775635, 0.6285181045532227, 0.6283636689186096, 0.627694845199585, 0.6275491714477539, 0.6273844242095947, 0.6273602247238159, 0.6268875598907471, 0.6258330941200256, 0.6257357597351074, 0.6256560683250427, 0.625612735748291, 0.6252957582473755, 0.6245363354682922, 0.6236415505409241, 0.6216196417808533, 0.6205711364746094, 0.6197642683982849, 0.6194427609443665, 0.6174715757369995, 0.6163415908813477, 0.6154046058654785, 0.614182710647583, 0.6126075387001038, 0.6124247908592224, 0.6121495962142944, 0.612037718296051, 0.6114030480384827, 0.6112889647483826, 0.611283004283905, 0.6108803749084473, 0.6107910871505737, 0.6107141375541687, 0.6104908585548401, 0.6102548837661743, 0.609354555606842, 0.6092725992202759, 0.6092309951782227, 0.6090547442436218, 0.6089922189712524, 0.6089470982551575, 0.6062528491020203, 0.6056453585624695, 0.6056145429611206, 0.605320155620575, 0.6031047105789185, 0.6026790142059326, 0.6019862294197083, 0.60184246301651, 0.6014861464500427, 0.6014052629470825, 0.6008384823799133, 0.6007875800132751, 0.6007777452468872, 0.5991410613059998, 0.5983476638793945, 0.5977655649185181, 0.5961324572563171, 0.5955947041511536, 0.5953246355056763, 0.5951129198074341, 0.5948523283004761, 0.5940312743186951, 0.5939130783081055, 0.5937903523445129, 0.5936429500579834, 0.5933372974395752, 0.5929254293441772, 0.5924426317214966, 0.592212975025177, 0.5910736322402954, 0.5891174077987671, 0.5881879925727844, 0.5874775052070618, 0.5870817303657532, 0.5867887139320374, 0.5861025452613831, 0.585528552532196, 0.5840592384338379, 0.5840548276901245, 0.5836600661277771, 0.5827857255935669, 0.5826501250267029, 0.5820261836051941, 0.5805793404579163, 0.579677402973175, 0.579605221748352, 0.5779580473899841, 0.577318012714386, 0.5771539211273193, 0.5771539211273193, 0.5771539211273193, 0.5762104392051697, 0.5752786993980408, 0.5746275782585144, 0.5742474794387817, 0.5739091634750366, 0.572891354560852, 0.5714388489723206, 0.5704450607299805, 0.5693212151527405, 0.5683543682098389, 0.5666521191596985, 0.5635471940040588, 0.562075138092041, 0.5619426965713501, 0.5614922046661377, 0.5611790418624878, 0.5602477788925171, 0.5601844787597656, 0.5584938526153564, 0.5583368539810181, 0.5562511086463928, 0.5550547242164612, 0.554719090461731, 0.5546517372131348, 0.5541233420372009, 0.5526774525642395, 0.5524929165840149, 0.5513858199119568, 0.5470770597457886, 0.5461828708648682, 0.5461289882659912, 0.5455377101898193, 0.5434755086898804, 0.5431865453720093, 0.5427736043930054, 0.5417397022247314, 0.5414791703224182, 0.5380487442016602, 0.5377115607261658, 0.5369675755500793, 0.5366494655609131, 0.5354805588722229, 0.5347365140914917, 0.5338776707649231, 0.5335879921913147, 0.5314513444900513, 0.5292636752128601, 0.5292456746101379, 0.5270311832427979, 0.5251127481460571, 0.523959219455719, 0.523959219455719, 0.5198407173156738, 0.5198407173156738, 0.5198407173156738, 0.5198407173156738, 0.5198405981063843, 0.5198405981063843, 0.5196329355239868, 0.5194149613380432, 0.5160151124000549, 0.5151132345199585, 0.5147528052330017, 0.5117871165275574, 0.5110814571380615, 0.5087028741836548, 0.5042440891265869, 0.5037385821342468, 0.502525806427002, 0.4946640431880951, 0.4900624752044678, 0.4857938289642334, 0.484194278717041, 0.47732043266296387, 0.47201991081237793, 0.41226935386657715]"
GO-2022-1008,"['GO-2023-1574', 'GO-2022-0318', 'GO-2020-0027', 'GO-2021-0070', 'GO-2022-0417', 'GO-2021-0412', 'GO-2020-0012', 'GO-2023-1713', 'GO-2022-0475', 'GO-2020-0016', 'GO-2022-0189', 'GO-2021-0067', 'GO-2023-2133', 'GO-2021-0101', 'GO-2022-0379', 'GO-2022-0274', 'GO-2020-0028', 'GO-2020-0015', 'GO-2022-0190', 'GO-2020-0033', 'GO-2021-0097', 'GO-2022-1040', 'GO-2021-0094', 'GO-2023-1681', 'GO-2021-0112', 'GO-2021-0113', 'GO-2022-1175', 'GO-2021-0061', 'GO-2020-0036', 'GO-2021-0073', 'GO-2022-0171', 'GO-2022-0272', 'GO-2021-0084', 'GO-2022-0166', 'GO-2021-0103', 'GO-2020-0032', 'GO-2022-0463', 'GO-2021-0108', 'GO-2021-0066', 'GO-2021-0228', 'GO-2021-0071', 'GO-2021-0226', 'GO-2021-0264', 'GO-2023-1549', 'GO-2023-1497', 'GO-2022-0701', 'GO-2023-1578', 'GO-2021-0163', 'GO-2021-0099', 'GO-2021-0102', 'GO-2022-0289', 'GO-2022-1187', 'GO-2021-0051', 'GO-2022-1130', 'GO-2021-0172', 'GO-2020-0009', 'GO-2023-1992', 'GO-2021-0100', 'GO-2023-1557', 'GO-2023-1872', 'GO-2023-2137', 'GO-2020-0013', 'GO-2021-0087', 'GO-2021-0237', 'GO-2023-1573', 'GO-2021-0076', 'GO-2022-0586', 'GO-2022-0945', 'GO-2021-0356', 'GO-2021-0053', 'GO-2022-0646', 'GO-2023-1494', 'GO-2022-1118', 'GO-2022-1114', 'GO-2021-0089', 'GO-2021-0078', 'GO-2021-0088', 'GO-2021-0090', 'GO-2023-1664', 'GO-2023-1567', 'GO-2022-0574', 'GO-2023-1526', 'GO-2020-0014', 'GO-2022-0629', 'GO-2022-0587', 'GO-2021-0227', 'GO-2021-0059', 'GO-2021-0054', 'GO-2021-0057', 'GO-2023-1717', 'GO-2023-1559', 'GO-2022-1129', 'GO-2021-0063', 'GO-2020-0039', 'GO-2022-0212', 'GO-2022-0209', 'GO-2022-0438', 'GO-2021-0095', 'GO-2022-0346', 'GO-2023-2119', 'GO-2020-0023', 'GO-2023-2074', 'GO-2022-0962', 'GO-2023-2077', 'GO-2020-0021', 'GO-2023-1832', 'GO-2023-1595', 'GO-2020-0004', 'GO-2021-0107', 'GO-2020-0007', 'GO-2021-0098', 'GO-2020-0048', 'GO-2021-0085', 'GO-2022-0236', 'GO-2022-1167', 'GO-2022-1165', 'GO-2023-1602', 'GO-2022-1166', 'GO-2022-1184', 'GO-2020-0019', 'GO-2020-0038', 'GO-2022-0533', 'GO-2021-0052', 'GO-2022-0535', 'GO-2021-0154', 'GO-2022-1188', 'GO-2022-0248', 'GO-2021-0238', 'GO-2022-0536', 'GO-2022-0422', 'GO-2022-0345', 'GO-2022-0217', 'GO-2020-0022', 'GO-2022-1117', 'GO-2022-0761', 'GO-2022-0191', 'GO-2022-0273', 'GO-2021-0239', 'GO-2023-1772', 'GO-2021-0263', 'GO-2022-0355', 'GO-2023-1515', 'GO-2022-1052', 'GO-2022-0603', 'GO-2020-0010', 'GO-2022-0706', 'GO-2023-1765', 'GO-2021-0110', 'GO-2022-0957', 'GO-2022-0572', 'GO-2021-0109', 'GO-2022-0525', 'GO-2021-0079', 'GO-2021-0242', 'GO-2023-2024', 'GO-2023-1611', 'GO-2023-1535', 'GO-2022-0251', 'GO-2023-1566', 'GO-2022-0211', 'GO-2022-0220', 'GO-2021-0081', 'GO-2022-0532', 'GO-2022-0391', 'GO-2023-2098', 'GO-2023-1600', 'GO-2022-0247', 'GO-2022-0952', 'GO-2022-0435', 'GO-2022-0213', 'GO-2022-0519', 'GO-2021-0241', 'GO-2022-0534', 'GO-2022-1045', 'GO-2023-1534', 'GO-2021-0347', 'GO-2022-0521', 'GO-2022-0643', 'GO-2022-0515', 'GO-2022-0384', 'GO-2023-2101', 'GO-2021-0234', 'GO-2021-0142', 'GO-2023-2115', 'GO-2022-0762', 'GO-2021-0317', 'GO-2023-1623', 'GO-2021-0319', 'GO-2021-0265', 'GO-2023-2048', 'GO-2022-0588', 'GO-2022-0197', 'GO-2023-1859', 'GO-2022-0193', 'GO-2020-0006', 'GO-2022-1002', 'GO-2021-0077', 'GO-2022-1213', 'GO-2021-0086', 'GO-2022-0244', 'GO-2022-1178', 'GO-2022-0978', 'GO-2022-0755', 'GO-2021-0160', 'GO-2021-0240', 'GO-2020-0043', 'GO-2022-0370', 'GO-2022-0524', 'GO-2022-0477', 'GO-2020-0042', 'GO-2022-1201', 'GO-2022-0300', 'GO-2022-0252', 'GO-2021-0223', 'GO-2020-0025', 'GO-2021-0106', 'GO-2020-0041', 'GO-2020-0034', 'GO-2020-0026', 'GO-2020-0035', 'GO-2020-0037', 'GO-2020-0005', 'GO-2022-1148', 'GO-2020-0050', 'GO-2021-0058', 'GO-2021-0060', 'GO-2020-0008', 'GO-2021-0104', 'GO-2023-2116', 'GO-2022-0980', 'GO-2022-0523', 'GO-2020-0017', 'GO-2022-0400', 'GO-2023-1874', 'GO-2023-1923', 'GO-2022-0520', 'GO-2023-1640', 'GO-2021-0224', 'GO-2022-0526', 'GO-2020-0020', 'GO-2022-0192', 'GO-2023-2000', 'GO-2022-0619', 'GO-2023-2052', 'GO-2023-1597', 'GO-2021-0072', 'GO-2022-0316', 'GO-2022-0531', 'GO-2021-0083', 'GO-2021-0105', 'GO-2022-0462', 'GO-2021-0075', 'GO-2021-0064', 'GO-2021-0065', 'GO-2021-0245', 'GO-2023-1547', 'GO-2022-0460', 'GO-2022-0956', 'GO-2022-0537', 'GO-2021-0243', 'GO-2020-0045', 'GO-2022-0444', 'GO-2022-0411', 'GO-2022-0246', 'GO-2021-0235', 'GO-2022-0253', 'GO-2021-0159', 'GO-2021-0069', 'GO-2022-0528', 'GO-2022-0434']","[0.7118349075317383, 0.6041549444198608, 0.6025623083114624, 0.6023877859115601, 0.5983958840370178, 0.5972131490707397, 0.5920146703720093, 0.584854245185852, 0.5806322693824768, 0.5752786993980408, 0.5741187930107117, 0.5699569582939148, 0.5677990317344666, 0.5676099061965942, 0.5649873614311218, 0.5640347599983215, 0.5639546513557434, 0.5639514327049255, 0.5637786388397217, 0.5631009340286255, 0.5626164674758911, 0.5614148378372192, 0.5591696500778198, 0.5591250061988831, 0.5578238368034363, 0.5572043657302856, 0.5568052530288696, 0.5563545823097229, 0.5520501732826233, 0.5518556833267212, 0.5508023500442505, 0.5490073561668396, 0.548492968082428, 0.5473589897155762, 0.5471432209014893, 0.5470619797706604, 0.5460647940635681, 0.5441852807998657, 0.5440874099731445, 0.543500542640686, 0.5427372455596924, 0.5400972962379456, 0.5395940542221069, 0.5394315719604492, 0.539239764213562, 0.5376561284065247, 0.5374829173088074, 0.5367657542228699, 0.5362117886543274, 0.535865306854248, 0.534477949142456, 0.5340777635574341, 0.5339550375938416, 0.5330274701118469, 0.5326014161109924, 0.5324571132659912, 0.5312792658805847, 0.5311324000358582, 0.5310148000717163, 0.5309062600135803, 0.5308976173400879, 0.5306719541549683, 0.5302968621253967, 0.5299779176712036, 0.5296726822853088, 0.5286340117454529, 0.526872456073761, 0.5266655087471008, 0.5254619121551514, 0.5244306325912476, 0.5238643288612366, 0.5226235389709473, 0.5217928886413574, 0.5214495062828064, 0.520937979221344, 0.519872784614563, 0.5194824934005737, 0.5193694829940796, 0.5189659595489502, 0.5169875621795654, 0.516707718372345, 0.5145393013954163, 0.5140931010246277, 0.5136812925338745, 0.5134714245796204, 0.5133109092712402, 0.5124765634536743, 0.5124765634536743, 0.5124765634536743, 0.5118440389633179, 0.5115141272544861, 0.5107849836349487, 0.5103335976600647, 0.5102463364601135, 0.509668231010437, 0.509540319442749, 0.5094133615493774, 0.5093649625778198, 0.5090792775154114, 0.5086969137191772, 0.5075867176055908, 0.5074679851531982, 0.5073927044868469, 0.5073376297950745, 0.5068845152854919, 0.5067850351333618, 0.5060869455337524, 0.5058400630950928, 0.5057749152183533, 0.5056144595146179, 0.5051125288009644, 0.5049465894699097, 0.5047999620437622, 0.5046876668930054, 0.504214882850647, 0.5037145018577576, 0.5033780932426453, 0.502625584602356, 0.5019305944442749, 0.5018908977508545, 0.5018871426582336, 0.5012387037277222, 0.5002374649047852, 0.49764811992645264, 0.4975491464138031, 0.4974469840526581, 0.49737784266471863, 0.4963149130344391, 0.4957980811595917, 0.4956240653991699, 0.4953393340110779, 0.49310439825057983, 0.49211108684539795, 0.4921000003814697, 0.4917621910572052, 0.4910895526409149, 0.4898480176925659, 0.48972296714782715, 0.48948827385902405, 0.48940014839172363, 0.48829007148742676, 0.4882139265537262, 0.4881976842880249, 0.48799532651901245, 0.48773565888404846, 0.4875129163265228, 0.4873991906642914, 0.48639819025993347, 0.48603272438049316, 0.48586657643318176, 0.4849536120891571, 0.4848126173019409, 0.48462197184562683, 0.4841846227645874, 0.4838084578514099, 0.4836040735244751, 0.4828203618526459, 0.4825925827026367, 0.48179158568382263, 0.4815288186073303, 0.48108187317848206, 0.4784581661224365, 0.4781051278114319, 0.47461673617362976, 0.47424155473709106, 0.4740729033946991, 0.47349581122398376, 0.47336345911026, 0.47303783893585205, 0.4727376401424408, 0.47255808115005493, 0.47238096594810486, 0.47110116481781006, 0.4706200957298279, 0.4705142676830292, 0.47049134969711304, 0.46983298659324646, 0.46921882033348083, 0.4685180187225342, 0.46708473563194275, 0.46706587076187134, 0.46663880348205566, 0.4663882255554199, 0.4657129943370819, 0.4650777280330658, 0.4648280143737793, 0.46438685059547424, 0.46395647525787354, 0.46321097016334534, 0.46307945251464844, 0.4626821279525757, 0.4625048339366913, 0.46236857771873474, 0.4616866409778595, 0.4613449275493622, 0.4612911641597748, 0.4610367715358734, 0.46081334352493286, 0.460302472114563, 0.4602293074131012, 0.459938108921051, 0.4597790241241455, 0.45965784788131714, 0.45955368876457214, 0.4595406651496887, 0.45942407846450806, 0.4590519964694977, 0.4589621126651764, 0.4583386778831482, 0.45796850323677063, 0.45770061016082764, 0.4563916027545929, 0.45604878664016724, 0.4558829069137573, 0.45571979880332947, 0.45571979880332947, 0.45571979880332947, 0.45571979880332947, 0.45571979880332947, 0.45571979880332947, 0.4551994800567627, 0.45413634181022644, 0.453990638256073, 0.4539256691932678, 0.4539256691932678, 0.4539256691932678, 0.4538043141365051, 0.4537213146686554, 0.4532300531864166, 0.4526878297328949, 0.4524396061897278, 0.45223626494407654, 0.45190131664276123, 0.45181578397750854, 0.4515328109264374, 0.45052817463874817, 0.44913992285728455, 0.4489390254020691, 0.4475918710231781, 0.4475717544555664, 0.4459678530693054, 0.4444167912006378, 0.44411131739616394, 0.44400399923324585, 0.4439185857772827, 0.4427247643470764, 0.4426259696483612, 0.4405626952648163, 0.4384061098098755, 0.43823766708374023, 0.4368671178817749, 0.43674373626708984, 0.43508097529411316, 0.43508097529411316, 0.43476834893226624, 0.43340298533439636, 0.4320133924484253, 0.43125683069229126, 0.42884913086891174, 0.4245070517063141, 0.4236025810241699, 0.4183017313480377, 0.41551753878593445, 0.41213157773017883, 0.41207098960876465, 0.4113554358482361, 0.4097616672515869, 0.3990647494792938, 0.39215075969696045, 0.3907166123390198]"
